p1_fighter,p2_fighter,p1_KD,p2_KD,p1_SIG_STR,p2_SIG_STR,p1_SIG_STR_PCT,p2_SIG_STR_PCT,p1_TOTAL_STR,p2_TOTAL_STR,p1_TD,p2_TD,p1_TD_PCT,p2_TD_PCT,p1_SUB_ATT,p2_SUB_ATT,p1_REV,p2_REV,p1_CTRL,p2_CTRL,p1_R1_KD,p2_R1_KD,p1_R1_SIG_STR,p2_R1_SIG_STR,p1_R1_SIG_STR_PCT,p2_R1_SIG_STR_PCT,p1_R1_TOTAL_STR,p2_R1_TOTAL_STR,p1_R1_TD,p2_R1_TD,p1_R1_TD_PCT,p2_R1_TD_PCT,p1_R1_SUB_ATT,p2_R1_SUB_ATT,p1_R1_REV,p2_R1_REV,p1_R1_CTRL,p2_R1_CTRL,p1_SIG_STR_LANDED_ATTEMPTED,p2_SIG_STR_LANDED_ATTEMPTED,p1_SIG_STR_PCT_DETAILED,p2_SIG_STR_PCT_DETAILED,p1_HEAD_LANDED_ATTEMPTED,p2_HEAD_LANDED_ATTEMPTED,p1_BODY_LANDED_ATTEMPTED,p2_BODY_LANDED_ATTEMPTED,p1_LEG_LANDED_ATTEMPTED,p2_LEG_LANDED_ATTEMPTED,p1_DISTANCE_LANDED_ATTEMPTED,p2_DISTANCE_LANDED_ATTEMPTED,p1_CLINCH_LANDED_ATTEMPTED,p2_CLINCH_LANDED_ATTEMPTED,p1_GROUND_LANDED_ATTEMPTED,p2_GROUND_LANDED_ATTEMPTED,p1_R1_SIG_STR_LANDED_ATTEMPTED,p2_R1_SIG_STR_LANDED_ATTEMPTED,p1_R1_SIG_STR_PCT_DETAILED,p2_R1_SIG_STR_PCT_DETAILED,p1_R1_HEAD_LANDED_ATTEMPTED,p2_R1_HEAD_LANDED_ATTEMPTED,p1_R1_BODY_LANDED_ATTEMPTED,p2_R1_BODY_LANDED_ATTEMPTED,p1_R1_LEG_LANDED_ATTEMPTED,p2_R1_LEG_LANDED_ATTEMPTED,p1_R1_DISTANCE_LANDED_ATTEMPTED,p2_R1_DISTANCE_LANDED_ATTEMPTED,p1_R1_CLINCH_LANDED_ATTEMPTED,p2_R1_CLINCH_LANDED_ATTEMPTED,p1_R1_GROUND_LANDED_ATTEMPTED,p2_R1_GROUND_LANDED_ATTEMPTED,method,referee,winner,event_date
Santiago Ponzinibbio,Wendell Oliveira Marques,1,0,10 of 26,8 of 24,38%,33%,10 of 26,8 of 24,0 of 0,0 of 0,---,---,0,0,0,0,0:01,0:00,1,0,10 of 26,8 of 24,38%,33%,10 of 26,8 of 24,0 of 0,0 of 0,---,---,0,0,0,0,0:01,0:00,10 of 26,8 of 24,38%,33%,10 of 24,4 of 20,0 of 2,0 of 0,0 of 0,4 of 4,9 of 23,8 of 24,0 of 1,0 of 0,1 of 2,0 of 0,10 of 26,8 of 24,38%,33%,10 of 24,4 of 20,0 of 2,0 of 0,0 of 0,4 of 4,9 of 23,8 of 24,0 of 1,0 of 0,1 of 2,0 of 0,KO/TKO,Mario Yamasaki,1,"September 13, 2014"
Iuri Alcantara,Russell Doane,0,0,27 of 52,14 of 41,51%,34%,59 of 88,98 of 139,2 of 4,6 of 12,50%,50%,0,0,0,1,2:10,8:38,0,0,11 of 17,5 of 15,64%,33%,17 of 25,24 of 36,1 of 1,1 of 3,100%,33%,0,0,0,1,1:25,2:21,27 of 52,14 of 41,51%,34%,11 of 29,13 of 40,16 of 23,1 of 1,0 of 0,0 of 0,19 of 42,2 of 18,3 of 3,1 of 2,5 of 7,11 of 21,11 of 17,5 of 15,64%,33%,3 of 7,4 of 14,8 of 10,1 of 1,0 of 0,0 of 0,8 of 13,1 of 7,2 of 2,0 of 0,1 of 2,4 of 8,Decision - Unanimous,Jerin Valel,1,"September 13, 2014"
Jessica Andrade,Larissa Pacheco,0,0,19 of 24,6 of 13,79%,46%,44 of 52,11 of 18,1 of 1,0 of 1,100%,0%,2,0,0,0,4:21,0:00,0,0,19 of 24,6 of 13,79%,46%,44 of 52,11 of 18,1 of 1,0 of 1,100%,0%,2,0,0,0,4:21,0:00,19 of 24,6 of 13,79%,46%,14 of 19,5 of 12,5 of 5,1 of 1,0 of 0,0 of 0,1 of 4,3 of 8,0 of 0,1 of 1,18 of 20,2 of 4,19 of 24,6 of 13,79%,46%,14 of 19,5 of 12,5 of 5,1 of 1,0 of 0,0 of 0,1 of 4,3 of 8,0 of 0,1 of 1,18 of 20,2 of 4,Submission,Fernando Yamasaki,1,"September 13, 2014"
Godofredo Pepey,Dashon Johnson,0,0,8 of 20,7 of 11,40%,63%,9 of 21,11 of 15,0 of 0,1 of 2,---,50%,2,0,1,0,0:03,0:58,0,0,8 of 20,7 of 11,40%,63%,9 of 21,11 of 15,0 of 0,1 of 2,---,50%,2,0,1,0,0:03,0:58,8 of 20,7 of 11,40%,63%,8 of 18,4 of 8,0 of 1,2 of 2,0 of 1,1 of 1,3 of 15,3 of 7,0 of 0,1 of 1,5 of 5,3 of 3,8 of 20,7 of 11,40%,63%,8 of 18,4 of 8,0 of 1,2 of 2,0 of 1,1 of 1,3 of 15,3 of 7,0 of 0,1 of 1,5 of 5,3 of 3,Submission,Mario Yamasaki,1,"September 13, 2014"
Igor Araujo,George Sullivan,0,0,8 of 20,43 of 63,40%,68%,8 of 20,111 of 137,2 of 7,1 of 2,28%,50%,0,0,0,0,0:00,5:24,0,0,5 of 13,30 of 43,38%,69%,5 of 13,80 of 98,2 of 4,1 of 1,50%,100%,0,0,0,0,0:00,3:36,8 of 20,43 of 63,40%,68%,2 of 10,32 of 52,2 of 5,8 of 8,4 of 5,3 of 3,7 of 19,5 of 24,1 of 1,2 of 2,0 of 0,36 of 37,5 of 13,30 of 43,38%,69%,0 of 4,23 of 36,2 of 5,4 of 4,3 of 4,3 of 3,4 of 12,3 of 15,1 of 1,2 of 2,0 of 0,25 of 26,KO/TKO,Fernando Yamasaki,0,"September 13, 2014"
Francisco Trinaldo,Leandro Silva,0,0,36 of 54,26 of 40,66%,65%,67 of 86,63 of 77,0 of 2,4 of 8,0%,50%,0,1,1,0,3:58,6:49,0,0,16 of 24,5 of 11,66%,45%,31 of 39,14 of 20,0 of 2,1 of 3,0%,33%,0,0,0,0,2:01,1:14,36 of 54,26 of 40,66%,65%,16 of 32,15 of 25,12 of 14,7 of 11,8 of 8,4 of 4,22 of 36,18 of 32,10 of 12,8 of 8,4 of 6,0 of 0,16 of 24,5 of 11,66%,45%,2 of 10,3 of 7,7 of 7,1 of 3,7 of 7,1 of 1,9 of 17,5 of 11,6 of 6,0 of 0,1 of 1,0 of 0,Decision - Unanimous,Mario Yamasaki,1,"September 13, 2014"
Paulo Thiago,Sean Spencer,0,1,36 of 111,63 of 159,32%,39%,46 of 123,105 of 202,0 of 7,1 of 2,0%,50%,0,0,1,0,2:39,4:56,0,1,8 of 22,12 of 32,36%,37%,9 of 23,26 of 47,0 of 2,0 of 1,0%,0%,0,0,0,0,1:09,2:21,36 of 111,63 of 159,32%,39%,25 of 95,46 of 135,9 of 14,13 of 20,2 of 2,4 of 4,32 of 106,47 of 141,4 of 5,4 of 5,0 of 0,12 of 13,8 of 22,12 of 32,36%,37%,4 of 18,8 of 28,3 of 3,1 of 1,1 of 1,3 of 3,5 of 18,10 of 29,3 of 4,1 of 1,0 of 0,1 of 2,Decision - Unanimous,Fernando Yamasaki,0,"September 13, 2014"
Rani Yahya,Johnny Bedford,0,0,13 of 28,9 of 20,46%,45%,16 of 31,19 of 34,3 of 6,0 of 0,50%,---,2,0,0,0,1:19,4:35,0,0,11 of 23,9 of 17,47%,52%,13 of 25,19 of 31,1 of 3,0 of 0,33%,---,1,0,0,0,0:19,4:00,13 of 28,9 of 20,46%,45%,8 of 23,4 of 15,3 of 3,5 of 5,2 of 2,0 of 0,12 of 26,3 of 14,1 of 2,0 of 0,0 of 0,6 of 6,11 of 23,9 of 17,47%,52%,7 of 19,4 of 12,3 of 3,5 of 5,1 of 1,0 of 0,10 of 21,3 of 11,1 of 2,0 of 0,0 of 0,6 of 6,Submission,,1,"September 13, 2014"
Jacare Souza,Gegard Mousasi,0,0,32 of 56,26 of 56,57%,46%,59 of 86,78 of 109,4 of 10,0 of 0,40%,---,1,0,0,0,10:48,0:14,0,0,9 of 12,8 of 14,75%,57%,22 of 26,25 of 32,1 of 4,0 of 0,25%,---,0,0,0,0,4:05,0:00,32 of 56,26 of 56,57%,46%,15 of 37,23 of 53,9 of 11,1 of 1,8 of 8,2 of 2,16 of 39,19 of 45,5 of 6,7 of 11,11 of 11,0 of 0,9 of 12,8 of 14,75%,57%,1 of 4,5 of 11,2 of 2,1 of 1,6 of 6,2 of 2,1 of 4,2 of 5,3 of 3,6 of 9,5 of 5,0 of 0,Submission,Herb Dean,1,"September 05, 2014"
Alistair Overeem,Ben Rothwell,0,1,20 of 21,17 of 27,95%,62%,20 of 21,22 of 32,0 of 1,0 of 0,0%,---,0,0,0,0,0:02,0:13,0,1,20 of 21,17 of 27,95%,62%,20 of 21,22 of 32,0 of 1,0 of 0,0%,---,0,0,0,0,0:02,0:13,20 of 21,17 of 27,95%,62%,5 of 6,15 of 25,7 of 7,2 of 2,8 of 8,0 of 0,18 of 19,12 of 22,2 of 2,0 of 0,0 of 0,5 of 5,20 of 21,17 of 27,95%,62%,5 of 6,15 of 25,7 of 7,2 of 2,8 of 8,0 of 0,18 of 19,12 of 22,2 of 2,0 of 0,0 of 0,5 of 5,KO/TKO,Keith Peterson,0,"September 05, 2014"
Matt Mitrione,Derrick Lewis,0,0,7 of 11,1 of 1,63%,100%,9 of 13,1 of 1,0 of 0,0 of 0,---,---,0,0,0,0,0:07,0:00,0,0,7 of 11,1 of 1,63%,100%,9 of 13,1 of 1,0 of 0,0 of 0,---,---,0,0,0,0,0:07,0:00,7 of 11,1 of 1,63%,100%,7 of 11,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,2 of 3,1 of 1,0 of 0,0 of 0,5 of 8,0 of 0,7 of 11,1 of 1,63%,100%,7 of 11,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,2 of 3,1 of 1,0 of 0,0 of 0,5 of 8,0 of 0,KO/TKO,Mario Yamasaki,1,"September 05, 2014"
Joe Lauzon,Michael Chiesa,0,0,21 of 41,30 of 57,51%,52%,42 of 66,42 of 70,2 of 7,1 of 4,28%,25%,0,0,1,0,2:44,1:22,0,0,9 of 21,19 of 35,42%,54%,25 of 41,27 of 43,1 of 5,1 of 3,20%,33%,0,0,1,0,2:31,0:58,21 of 41,30 of 57,51%,52%,17 of 37,14 of 40,4 of 4,10 of 11,0 of 0,6 of 6,10 of 27,19 of 43,4 of 4,11 of 14,7 of 10,0 of 0,9 of 21,19 of 35,42%,54%,9 of 21,8 of 23,0 of 0,6 of 7,0 of 0,5 of 5,3 of 12,12 of 27,0 of 0,7 of 8,6 of 9,0 of 0,TKO - Doctor's Stoppage,Herb Dean,1,"September 05, 2014"
John Moraga,Justin Scoggins,0,0,4 of 12,13 of 18,33%,72%,13 of 22,34 of 41,0 of 0,3 of 3,---,100%,3,0,0,0,0:00,4:31,0,0,2 of 7,9 of 14,28%,64%,11 of 17,30 of 37,0 of 0,2 of 2,---,100%,2,0,0,0,0:00,4:11,4 of 12,13 of 18,33%,72%,2 of 6,6 of 11,0 of 2,3 of 3,2 of 4,4 of 4,4 of 12,11 of 16,0 of 0,0 of 0,0 of 0,2 of 2,2 of 7,9 of 14,28%,64%,2 of 5,5 of 10,0 of 0,1 of 1,0 of 2,3 of 3,2 of 7,7 of 12,0 of 0,0 of 0,0 of 0,2 of 2,Submission,Mario Yamasaki,1,"September 05, 2014"
Al Iaquinta,Rodrigo Damm,1,0,93 of 221,57 of 177,42%,32%,93 of 221,57 of 177,0 of 0,0 of 5,---,0%,0,0,0,0,0:06,0:10,0,0,30 of 77,16 of 66,38%,24%,30 of 77,16 of 66,0 of 0,0 of 1,---,0%,0,0,0,0,0:00,0:00,93 of 221,57 of 177,42%,32%,67 of 183,51 of 168,14 of 26,5 of 6,12 of 12,1 of 3,90 of 217,57 of 177,2 of 3,0 of 0,1 of 1,0 of 0,30 of 77,16 of 66,38%,24%,17 of 60,14 of 63,6 of 10,2 of 2,7 of 7,0 of 1,30 of 77,16 of 66,0 of 0,0 of 0,0 of 0,0 of 0,KO/TKO,Herb Dean,1,"September 05, 2014"
Rafael Natal,Chris Camozzi,0,0,36 of 73,67 of 112,49%,59%,46 of 84,86 of 134,2 of 12,0 of 1,16%,0%,0,0,0,0,2:44,2:45,0,0,16 of 30,14 of 27,53%,51%,18 of 33,19 of 32,1 of 3,0 of 0,33%,---,0,0,0,0,1:16,0:11,36 of 73,67 of 112,49%,59%,6 of 36,39 of 82,16 of 22,10 of 10,14 of 15,18 of 20,30 of 65,57 of 100,6 of 8,10 of 12,0 of 0,0 of 0,16 of 30,14 of 27,53%,51%,3 of 15,3 of 16,7 of 9,2 of 2,6 of 6,9 of 9,13 of 26,12 of 24,3 of 4,2 of 3,0 of 0,0 of 0,Decision - Split,Keith Peterson,1,"September 05, 2014"
Chris Beal,Tateki Matsuda,0,0,45 of 123,41 of 111,36%,36%,66 of 144,70 of 142,3 of 4,0 of 1,75%,0%,1,0,1,1,5:28,1:52,0,0,10 of 29,17 of 40,34%,42%,10 of 29,33 of 58,1 of 2,0 of 0,50%,---,1,0,0,0,0:50,1:20,45 of 123,41 of 111,36%,36%,40 of 117,19 of 74,4 of 5,4 of 8,1 of 1,18 of 29,15 of 77,37 of 105,7 of 11,1 of 3,23 of 35,3 of 3,10 of 29,17 of 40,34%,42%,8 of 27,6 of 24,1 of 1,1 of 1,1 of 1,10 of 15,5 of 21,14 of 37,3 of 5,0 of 0,2 of 3,3 of 3,Decision - Unanimous,Mario Yamasaki,1,"September 05, 2014"
Sean Soriano,Chas Skelly,0,0,24 of 48,13 of 36,50%,36%,34 of 61,62 of 90,0 of 0,4 of 7,---,57%,0,7,3,2,3:01,10:00,0,0,4 of 14,1 of 4,28%,25%,9 of 21,19 of 22,0 of 0,2 of 3,---,66%,0,2,2,1,1:15,3:29,24 of 48,13 of 36,50%,36%,19 of 38,12 of 33,2 of 7,0 of 2,3 of 3,1 of 1,12 of 24,5 of 26,5 of 7,2 of 3,7 of 17,6 of 7,4 of 14,1 of 4,28%,25%,3 of 13,1 of 4,1 of 1,0 of 0,0 of 0,0 of 0,0 of 2,0 of 3,1 of 1,1 of 1,3 of 11,0 of 0,Decision - Unanimous,Herb Dean,0,"September 05, 2014"
TJ Dillashaw,Joe Soto,1,0,151 of 454,62 of 197,33%,31%,156 of 461,63 of 198,2 of 3,0 of 5,66%,0%,0,0,0,0,1:52,0:00,0,0,21 of 69,8 of 30,30%,26%,21 of 69,8 of 30,0 of 0,0 of 2,---,0%,0,0,0,0,0:32,0:00,151 of 454,62 of 197,33%,31%,113 of 400,53 of 184,22 of 33,6 of 8,16 of 21,3 of 5,144 of 440,62 of 194,6 of 10,0 of 3,1 of 4,0 of 0,21 of 69,8 of 30,30%,26%,15 of 60,7 of 27,3 of 6,0 of 0,3 of 3,1 of 3,16 of 63,8 of 28,5 of 6,0 of 2,0 of 0,0 of 0,KO/TKO,John McCarthy,1,"August 30, 2014"
Tony Ferguson,Danny Castillo,0,0,23 of 80,23 of 105,28%,21%,71 of 130,30 of 114,0 of 0,2 of 8,---,25%,1,1,1,1,0:07,9:29,0,0,11 of 33,11 of 48,33%,22%,18 of 40,11 of 48,0 of 0,0 of 2,---,0%,1,0,0,0,0:02,2:31,23 of 80,23 of 105,28%,21%,10 of 62,23 of 102,3 of 3,0 of 3,10 of 15,0 of 0,22 of 76,21 of 95,0 of 3,0 of 0,1 of 1,2 of 10,11 of 33,11 of 48,33%,22%,5 of 24,11 of 47,2 of 2,0 of 1,4 of 7,0 of 0,11 of 33,9 of 45,0 of 0,0 of 0,0 of 0,2 of 3,Decision - Split,Herb Dean,1,"August 30, 2014"
Bethe Correia,Shayna Baszler,0,0,68 of 103,8 of 30,66%,26%,97 of 132,19 of 41,0 of 0,1 of 4,---,25%,0,1,0,0,2:36,1:55,0,0,5 of 8,3 of 7,62%,42%,29 of 32,14 of 18,0 of 0,1 of 3,---,33%,0,1,0,0,2:22,1:55,68 of 103,8 of 30,66%,26%,50 of 79,8 of 30,17 of 23,0 of 0,1 of 1,0 of 0,42 of 66,4 of 20,25 of 36,4 of 10,1 of 1,0 of 0,5 of 8,3 of 7,62%,42%,3 of 6,3 of 7,1 of 1,0 of 0,1 of 1,0 of 0,2 of 5,2 of 6,2 of 2,1 of 1,1 of 1,0 of 0,KO/TKO,John McCarthy,1,"August 30, 2014"
Ramsey Nijem,Diego Ferreira,0,1,18 of 58,25 of 70,31%,35%,27 of 67,33 of 79,2 of 4,0 of 0,50%,---,0,2,0,1,1:41,0:47,0,0,16 of 45,14 of 53,35%,26%,22 of 51,19 of 59,2 of 3,0 of 0,66%,---,0,1,0,1,0:48,0:36,18 of 58,25 of 70,31%,35%,13 of 52,17 of 56,3 of 4,6 of 11,2 of 2,2 of 3,15 of 46,16 of 61,0 of 1,0 of 0,3 of 11,9 of 9,16 of 45,14 of 53,35%,26%,12 of 41,6 of 39,3 of 3,6 of 11,1 of 1,2 of 3,14 of 36,12 of 51,0 of 1,0 of 0,2 of 8,2 of 2,KO/TKO,Herb Dean,0,"August 30, 2014"
Yancy Medeiros,Damon Jackson,0,0,29 of 55,20 of 49,52%,40%,36 of 62,22 of 51,0 of 0,0 of 5,---,0%,2,0,0,0,0:39,2:19,0,0,20 of 37,15 of 33,54%,45%,27 of 44,17 of 35,0 of 0,0 of 3,---,0%,1,0,0,0,0:34,1:52,29 of 55,20 of 49,52%,40%,16 of 38,11 of 34,11 of 15,5 of 11,2 of 2,4 of 4,21 of 45,15 of 40,8 of 10,5 of 9,0 of 0,0 of 0,20 of 37,15 of 33,54%,45%,9 of 23,8 of 24,9 of 12,5 of 7,2 of 2,2 of 2,12 of 27,10 of 24,8 of 10,5 of 9,0 of 0,0 of 0,Submission,Jason Herzog,1,"August 30, 2014"
Lorenz Larkin,Derek Brunson,0,0,20 of 40,12 of 30,50%,40%,32 of 53,98 of 125,0 of 0,4 of 12,---,33%,0,1,0,0,0:00,10:42,0,0,7 of 14,9 of 17,50%,52%,11 of 18,42 of 56,0 of 0,1 of 6,---,16%,0,1,0,0,0:00,3:37,20 of 40,12 of 30,50%,40%,7 of 24,10 of 27,13 of 15,2 of 2,0 of 1,0 of 1,15 of 34,4 of 22,5 of 6,2 of 2,0 of 0,6 of 6,7 of 14,9 of 17,50%,52%,4 of 11,7 of 15,3 of 3,2 of 2,0 of 0,0 of 0,6 of 13,2 of 10,1 of 1,2 of 2,0 of 0,5 of 5,Decision - Unanimous,Herb Dean,0,"August 30, 2014"
Ruan Potts,Anthony Hamilton,0,0,10 of 29,60 of 64,34%,93%,24 of 45,82 of 87,0 of 3,5 of 6,0%,83%,0,0,0,0,0:01,5:50,0,0,7 of 22,9 of 12,31%,75%,17 of 34,19 of 22,0 of 2,3 of 4,0%,75%,0,0,0,0,0:01,2:26,10 of 29,60 of 64,34%,93%,7 of 23,2 of 5,1 of 2,53 of 53,2 of 4,5 of 6,8 of 27,4 of 6,2 of 2,5 of 5,0 of 0,51 of 53,7 of 22,9 of 12,31%,75%,6 of 19,2 of 5,0 of 0,4 of 4,1 of 3,3 of 3,5 of 20,2 of 4,2 of 2,3 of 3,0 of 0,4 of 5,KO/TKO,Steven Davis,0,"August 30, 2014"
Chris Wade,Cain Carrizosa,0,0,0 of 1,0 of 3,0%,0%,5 of 6,0 of 3,1 of 1,0 of 0,100%,---,1,0,0,0,0:44,0:03,0,0,0 of 1,0 of 3,0%,0%,5 of 6,0 of 3,1 of 1,0 of 0,100%,---,1,0,0,0,0:44,0:03,0 of 1,0 of 3,0%,0%,0 of 1,0 of 3,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,0 of 3,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,0 of 3,0%,0%,0 of 1,0 of 3,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,0 of 3,0 of 0,0 of 0,0 of 0,0 of 0,Submission,Jason Herzog,1,"August 30, 2014"
Benson Henderson,Rafael Dos Anjos,0,1,10 of 27,18 of 30,37%,60%,10 of 27,18 of 30,0 of 1,0 of 0,0%,---,0,0,0,0,0:02,0:02,0,1,10 of 27,18 of 30,37%,60%,10 of 27,18 of 30,0 of 1,0 of 0,0%,---,0,0,0,0,0:02,0:02,10 of 27,18 of 30,37%,60%,3 of 18,11 of 22,4 of 6,4 of 5,3 of 3,3 of 3,10 of 27,15 of 25,0 of 0,2 of 2,0 of 0,1 of 3,10 of 27,18 of 30,37%,60%,3 of 18,11 of 22,4 of 6,4 of 5,3 of 3,3 of 3,10 of 27,15 of 25,0 of 0,2 of 2,0 of 0,1 of 3,KO/TKO,John McCarthy,0,"August 23, 2014"
Mike Pyle,Jordan Mein,0,1,2 of 8,10 of 15,25%,66%,2 of 8,10 of 15,0 of 2,0 of 0,0%,---,0,0,0,0,0:04,0:00,0,1,2 of 8,10 of 15,25%,66%,2 of 8,10 of 15,0 of 2,0 of 0,0%,---,0,0,0,0,0:04,0:00,2 of 8,10 of 15,25%,66%,0 of 4,9 of 14,0 of 2,0 of 0,2 of 2,1 of 1,2 of 8,5 of 8,0 of 0,0 of 0,0 of 0,5 of 7,2 of 8,10 of 15,25%,66%,0 of 4,9 of 14,0 of 2,0 of 0,2 of 2,1 of 1,2 of 8,5 of 8,0 of 0,0 of 0,0 of 0,5 of 7,KO/TKO,Dan Miragliotta,0,"August 23, 2014"
Francis Carmont,Thales Leites,0,1,18 of 51,18 of 43,35%,41%,18 of 51,19 of 44,0 of 1,0 of 1,0%,0%,0,0,0,0,0:27,0:51,0,0,17 of 46,10 of 26,36%,38%,17 of 46,11 of 27,0 of 1,0 of 1,0%,0%,0,0,0,0,0:27,0:48,18 of 51,18 of 43,35%,41%,9 of 39,11 of 33,2 of 4,3 of 6,7 of 8,4 of 4,16 of 49,12 of 31,2 of 2,5 of 9,0 of 0,1 of 3,17 of 46,10 of 26,36%,38%,8 of 34,5 of 18,2 of 4,2 of 5,7 of 8,3 of 3,15 of 44,9 of 24,2 of 2,1 of 2,0 of 0,0 of 0,KO/TKO,John McCarthy,0,"August 23, 2014"
Max Holloway,Clay Collard,0,0,124 of 204,70 of 209,60%,33%,137 of 219,73 of 213,0 of 0,1 of 10,---,10%,0,0,0,1,2:34,1:49,0,0,49 of 92,44 of 116,53%,37%,49 of 92,44 of 116,0 of 0,1 of 2,---,50%,0,0,0,0,0:05,0:06,124 of 204,70 of 209,60%,33%,95 of 170,38 of 155,26 of 29,16 of 31,3 of 5,16 of 23,70 of 143,52 of 181,14 of 17,14 of 21,40 of 44,4 of 7,49 of 92,44 of 116,53%,37%,32 of 73,27 of 89,15 of 16,10 of 17,2 of 3,7 of 10,41 of 82,33 of 102,8 of 10,9 of 11,0 of 0,2 of 3,KO/TKO,Dan Miragliotta,1,"August 23, 2014"
James Vick,Valmir Lazaro,1,0,77 of 221,91 of 231,34%,39%,83 of 227,96 of 236,0 of 1,4 of 10,0%,40%,0,0,1,0,0:23,0:58,0,0,34 of 91,38 of 90,37%,42%,37 of 94,39 of 91,0 of 0,2 of 2,---,100%,0,0,1,0,0:07,0:20,77 of 221,91 of 231,34%,39%,51 of 189,64 of 190,15 of 19,15 of 26,11 of 13,12 of 15,68 of 210,79 of 209,9 of 11,12 of 22,0 of 0,0 of 0,34 of 91,38 of 90,37%,42%,19 of 71,25 of 71,9 of 12,6 of 10,6 of 8,7 of 9,29 of 85,30 of 77,5 of 6,8 of 13,0 of 0,0 of 0,Decision - Unanimous,Kevin Nix,1,"August 23, 2014"
Chas Skelly,Tom Niinimaki,0,0,2 of 11,1 of 4,18%,25%,3 of 12,3 of 6,1 of 1,0 of 0,100%,---,1,1,0,0,1:15,0:56,0,0,2 of 11,1 of 4,18%,25%,3 of 12,3 of 6,1 of 1,0 of 0,100%,---,1,1,0,0,1:15,0:56,2 of 11,1 of 4,18%,25%,2 of 11,1 of 4,0 of 0,0 of 0,0 of 0,0 of 0,1 of 9,1 of 3,1 of 2,0 of 1,0 of 0,0 of 0,2 of 11,1 of 4,18%,25%,2 of 11,1 of 4,0 of 0,0 of 0,0 of 0,0 of 0,1 of 9,1 of 3,1 of 2,0 of 1,0 of 0,0 of 0,Submission,Dan Miragliotta,1,"August 23, 2014"
Neil Magny,Alex Garcia,0,0,39 of 79,5 of 39,49%,12%,130 of 175,27 of 68,3 of 6,3 of 7,50%,42%,0,0,0,1,4:00,6:11,0,0,8 of 18,1 of 14,44%,7%,49 of 60,10 of 24,2 of 2,0 of 0,100%,---,0,0,0,1,3:15,0:14,39 of 79,5 of 39,49%,12%,18 of 56,4 of 35,6 of 7,1 of 4,15 of 16,0 of 0,16 of 51,4 of 34,17 of 18,0 of 1,6 of 10,1 of 4,8 of 18,1 of 14,44%,7%,3 of 12,1 of 14,3 of 3,0 of 0,2 of 3,0 of 0,3 of 12,1 of 13,0 of 0,0 of 0,5 of 6,0 of 1,Decision - Unanimous,John McCarthy,1,"August 23, 2014"
Beneil Dariush,Anthony Rocco Martin,0,0,26 of 61,34 of 72,42%,47%,30 of 65,38 of 76,2 of 3,1 of 4,66%,25%,1,0,0,0,1:11,2:20,0,0,15 of 42,27 of 58,35%,46%,17 of 44,31 of 62,1 of 1,1 of 1,100%,100%,0,0,0,0,0:26,0:45,26 of 61,34 of 72,42%,47%,6 of 32,24 of 59,17 of 24,2 of 4,3 of 5,8 of 9,15 of 47,27 of 61,11 of 14,7 of 11,0 of 0,0 of 0,15 of 42,27 of 58,35%,46%,4 of 25,20 of 49,9 of 13,1 of 2,2 of 4,6 of 7,11 of 36,21 of 49,4 of 6,6 of 9,0 of 0,0 of 0,Submission,Dan Miragliotta,1,"August 23, 2014"
Aaron Phillips,Matt Hobar,0,0,38 of 54,63 of 100,70%,63%,230 of 279,120 of 172,0 of 1,6 of 9,0%,66%,0,0,0,0,0:00,12:55,0,0,9 of 16,21 of 31,56%,67%,83 of 106,37 of 56,0 of 0,1 of 1,---,100%,0,0,0,0,0:00,4:27,38 of 54,63 of 100,70%,63%,23 of 39,51 of 85,12 of 12,8 of 11,3 of 3,4 of 4,14 of 25,6 of 15,17 of 18,21 of 28,7 of 11,36 of 57,9 of 16,21 of 31,56%,67%,6 of 13,17 of 27,1 of 1,4 of 4,2 of 2,0 of 0,2 of 6,1 of 2,1 of 1,5 of 6,6 of 9,15 of 23,Decision - Unanimous,Kevin Nix,0,"August 23, 2014"
Ben Saunders,Chris Heatherly,0,0,4 of 6,4 of 5,66%,80%,6 of 11,7 of 9,0 of 0,1 of 1,---,100%,2,0,0,0,0:44,1:14,0,0,4 of 6,4 of 5,66%,80%,6 of 11,7 of 9,0 of 0,1 of 1,---,100%,2,0,0,0,0:44,1:14,4 of 6,4 of 5,66%,80%,1 of 3,1 of 2,1 of 1,3 of 3,2 of 2,0 of 0,3 of 4,3 of 4,0 of 0,0 of 0,1 of 2,1 of 1,4 of 6,4 of 5,66%,80%,1 of 3,1 of 2,1 of 1,3 of 3,2 of 2,0 of 0,3 of 4,3 of 4,0 of 0,0 of 0,1 of 2,1 of 1,Submission,John McCarthy,1,"August 23, 2014"
